отнасялият	o t n a s j a l i j a t
отнасяло	o t n a s j a ɫ o
отнасялото	o t n a s j a ɫ o t o
отнасяме	o t n a s j a m ɛ
отнасян	o t n a s j a n
отнасяна	o t n a s j a n ə
отнасяната	o t n a s j a n a t ə
отнасяне	o t n a s j a n ɛ
отнасянета	o t n a s j a n ɛ t ə
отнасянетата	o t n a s j a n ɛ t a t ə
отнасянето	o t n a s j a n ɛ t o
отнасяни	o t n a s j a n i
отнасяните	o t n a s j a n i t ɛ
отнасяния	o t n a s j a n i j a
отнасяният	o t n a s j a n i j a t
отнасянията	o t n a s j a n i j a t ə
отнасяно	o t n a s j a n o
отнасяното	o t n a s j a n o t o
отнасят	o t n a s j a t
отнасяте	o t n a s j a t ɛ
отнасях	o t n a s j a x
отнасяха	o t n a s j a x ə
отнасяхме	o t n a s j a x m ɛ
отнасяхте	o t n a s j a x t ɛ
отнасяш	o t n a s j a ʃ
отнасяше	o t n a s j a ʃ ɛ
отнасящ	o t n a s j a ʃ t
отнасяща	o t n a s j a ʃ t ə
отнасящата	o t n a s j a ʃ t a t ə
отнасящи	o t n a s j a ʃ t i
отнасящите	o t n a s j a ʃ t i t ɛ
отнасящия	o t n a s j a ʃ t i j a
отнасящият	o t n a s j a ʃ t i j a t
отнасящо	o t n a s j a ʃ t o
отнасящото	o t n a s j a ʃ t o t o
отнесат	o t n ɛ s a t
отнесе	o t n ɛ s ɛ
отнесе	o t n ɛ s ɛ
отнесели	o t n ɛ s ɛ l i
отнесем	o t n ɛ s ɛ m
отнесен	o t n ɛ s ɛ n
отнесена	o t n ɛ s ɛ n ə
отнесената	o t n ɛ s ɛ n a t ə
отнесени	o t n ɛ s ɛ n i
отнесените	o t n ɛ s ɛ n i t ɛ
отнесения	o t n ɛ s ɛ n i j a
отнесеният	o t n ɛ s ɛ n i j a t
отнесено	o t n ɛ s ɛ n o
отнесеното	o t n ɛ s ɛ n o t o
отнесете	o t n ɛ s ɛ t ɛ
отнесеш	o t n ɛ s ɛ ʃ
отнесеше	o t n ɛ s ɛ ʃ ɛ
отнеси	o t n ɛ s i
отнесла	o t n ɛ s ɫ ə
отнеслата	o t n ɛ s ɫ a t ə
отнесли	o t n ɛ s l i
отнеслите	o t n ɛ s l i t ɛ
отнеслия	o t n ɛ s l i j a
отнеслият	o t n ɛ s l i j a t
отнесло	o t n ɛ s ɫ o
отнеслото	o t n ɛ s ɫ o t o
отнесох	o t n ɛ s o x
отнесоха	o t n ɛ s o x ə
отнесохме	o t n ɛ s o x m ɛ
отнесохте	o t n ɛ s o x t ɛ
отнесъл	o t n ɛ s a ɫ
отнесял	o t n ɛ s j a ɫ
отнесяла	o t n ɛ s j a ɫ ə
отнесяло	o t n ɛ s j a ɫ o
отнесях	o t n ɛ s j a x
отнесяха	o t n ɛ s j a x ə
отнесяхме	o t n ɛ s j a x m ɛ
отнесяхте	o t n ɛ s j a x t ɛ
отравя	o t r a v j a
отравяй	o t r a v j a j
отравяйки	o t r a v j a j k i
отравяйте	o t r a v j a j t ɛ
отравял	o t r a v j a ɫ
отравяла	o t r a v j a ɫ ə
отравялата	o t r a v j a ɫ a t ə
отравяли	o t r a v j a l i
отравялите	o t r a v j a l i t ɛ
отравялия	o t r a v j a l i j a
отравялият	o t r a v j a l i j a t
отравяло	o t r a v j a ɫ o
отравялото	o t r a v j a ɫ o t o
отравям	o t r a v j a m
отравяме	o t r a v j a m ɛ
отравян	o t r a v j a n
отравяна	o t r a v j a n ə
отравяната	o t r a v j a n a t ə
отравяне	o t r a v j a n ɛ
отравянета	o t r a v j a n ɛ t ə
отравянетата	o t r a v j a n ɛ t a t ə
отравянето	o t r a v j a n ɛ t o
отравяни	o t r a v j a n i
отравяните	o t r a v j a n i t ɛ
отравяния	o t r a v j a n i j a
отравяният	o t r a v j a n i j a t
отравянията	o t r a v j a n i j a t ə
отравяно	o t r a v j a n o
отравяното	o t r a v j a n o t o
отравят	o t r a v j a t
отравяте	o t r a v j a t ɛ
отравях	o t r a v j a x
отравяха	o t r a v j a x ə
отравяхме	o t r a v j a x m ɛ
отравяхте	o t r a v j a x t ɛ
отравяш	o t r a v j a ʃ
отравяше	o t r a v j a ʃ ɛ
отравящ	o t r a v j a ʃ t
отравяща	o t r a v j a ʃ t ə
отравящата	o t r a v j a ʃ t a t ə
отравящи	o t r a v j a ʃ t i
отравящите	o t r a v j a ʃ t i t ɛ
отравящия	o t r a v j a ʃ t i j a
отравящият	o t r a v j a ʃ t i j a t
отравящо	o t r a v j a ʃ t o
отравящото	o t r a v j a ʃ t o t o
отрека	o t r ɛ k ə
отрекат	o t r ɛ k a t
отрекла	o t r ɛ k ɫ ə
отреклата	o t r ɛ k ɫ a t ə
отрекли	o t r ɛ k l i
отреклите	o t r ɛ k l i t ɛ
отреклия	o t r ɛ k l i j a
отреклият	o t r ɛ k l i j a t
отрекло	o t r ɛ k ɫ o
отреклото	o t r ɛ k ɫ o t o
отрекох	o t r ɛ k o x
отрекоха	o t r ɛ k o x ə
отрекохме	o t r ɛ k o x m ɛ
отрекохте	o t r ɛ k o x t ɛ
отрекъл	o t r ɛ k ə ɫ
отречал	o t r ɛ tʃ a ɫ
отречала	o t r ɛ tʃ a ɫ ə
отречали	o t r ɛ tʃ a l i
отречало	o t r ɛ tʃ a ɫ o
отречах	o t r ɛ tʃ a x
отречаха	o t r ɛ tʃ a x ə
отречахме	o t r ɛ tʃ a x m ɛ
отречахте	o t r ɛ tʃ a x t ɛ
отрече	o t r ɛ tʃ ɛ
отрече	o t r ɛ tʃ ɛ
отречел	o t r ɛ tʃ ɛ ɫ
отречела	o t r ɛ tʃ ɛ ɫ ə
отречели	o t r ɛ tʃ ɛ l i
отречело	o t r ɛ tʃ ɛ ɫ o
отречем	o t r ɛ tʃ ɛ m
отречен	o t r ɛ tʃ ɛ n
отречена	o t r ɛ tʃ ɛ n ə
отречената	o t r ɛ tʃ ɛ n a t ə
отречени	o t r ɛ tʃ ɛ n i
отречените	o t r ɛ tʃ ɛ n i t ɛ
отречения	o t r ɛ tʃ ɛ n i j a
отреченият	o t r ɛ tʃ ɛ n i j a t
отречено	o t r ɛ tʃ ɛ n o
отреченото	o t r ɛ tʃ ɛ n o t o
отречете	o t r ɛ tʃ ɛ t ɛ
отречех	o t r ɛ tʃ ɛ x
отречеха	o t r ɛ tʃ ɛ x ə
отречехме	o t r ɛ tʃ ɛ x m ɛ
отречехте	o t r ɛ tʃ ɛ x t ɛ
отречеш	o t r ɛ tʃ ɛ ʃ
отречеше	o t r ɛ tʃ ɛ ʃ ɛ
отречи	o t r ɛ tʃ i
отрицателен	o t r i ts a t ɛ l ɛ n
отрича	o t r i tʃ ə
отричай	o t r i tʃ a j
отричайки	o t r i tʃ a j k i
отричайте	o t r i tʃ a j t ɛ
отричал	o t r i tʃ a ɫ
отричала	o t r i tʃ a ɫ ə
отричалата	o t r i tʃ a ɫ a t ə
отричали	o t r i tʃ ə l i
отричалите	o t r i tʃ ə l i t ɛ
отричалия	o t r i tʃ ə l i j a
отричалият	o t r i tʃ ə l i j a t
отричало	o t r i tʃ a ɫ o
отричалото	o t r i tʃ a ɫ o t o
отричам	o t r i tʃ a m
отричаме	o t r i tʃ a m ɛ
отричан	o t r i tʃ a n
отричана	o t r i tʃ a n ə
отричаната	o t r i tʃ a n a t ə
отричане	o t r i tʃ a n ɛ
отричанета	o t r i tʃ a n ɛ t ə
отричанетата	o t r i tʃ a n ɛ t a t ə
отричането	o t r i tʃ a n ɛ t o
отричани	o t r i tʃ a n i
отричаните	o t r i tʃ a n i t ɛ
отричания	o t r i tʃ a n i j a
отричаният	o t r i tʃ a n i j a t
отричанията	o t r i tʃ a n i j a t ə
отричано	o t r i tʃ a n o
отричаното	o t r i tʃ a n o t o
отричат	o t r i tʃ a t
отричате	o t r i tʃ a t ɛ
отричах	o t r i tʃ a x
отричаха	o t r i tʃ a x ə
отричахме	o t r i tʃ a x m ɛ
отричахте	o t r i tʃ a x t ɛ
отричаш	o t r i tʃ a ʃ
отричаше	o t r i tʃ a ʃ ɛ
отричащ	o t r i tʃ a ʃ t
отричаща	o t r i tʃ a ʃ t ə
отричащата	o t r i tʃ a ʃ t a t ə
отричащи	o t r i tʃ a ʃ t i
отричащите	o t r i tʃ a ʃ t i t ɛ
отричащия	o t r i tʃ a ʃ t i j a
отричащият	o t r i tʃ a ʃ t i j a t
отричащо	o t r i tʃ a ʃ t o
отричащото	o t r i tʃ a ʃ t o t o
отрова	o t r o v ə
отровел	o t r o v ɛ ɫ
отровела	o t r o v ɛ ɫ ə
отровели	o t r o v ɛ l i
отровело	o t r o v ɛ ɫ o
отровен	o t r o v ɛ n
отровена	o t r o v ɛ n ə
отровената	o t r o v ɛ n a t ə
отровени	o t r o v ɛ n i
отровените	o t r o v ɛ n i t ɛ
отровения	o t r o v ɛ n i j a
отровеният	o t r o v ɛ n i j a t
отровено	o t r o v ɛ n o
отровеното	o t r o v ɛ n o t o
отровете	o t r o v ɛ t ɛ
отровех	o t r o v ɛ x
отровеха	o t r o v ɛ x ə
отровехме	o t r o v ɛ x m ɛ
отровехте	o t r o v ɛ x t ɛ
отровеше	o t r o v ɛ ʃ ɛ
отровил	o t r o v i ɫ
отровила	o t r o v i ɫ ə
отровилата	o t r o v i ɫ a t ə
отровили	o t r o v i l i
отровилите	o t r o v i l i t ɛ
отровилия	o t r o v i l i j a
отровилият	o t r o v i l i j a t
отровило	o t r o v i ɫ o
отровилото	o t r o v i ɫ o t o
отровим	o t r o v i m
отрових	o t r o v i x
отровиха	o t r o v i x ə
отровихме	o t r o v i x m ɛ
отровихте	o t r o v i x t ɛ
отровиш	o t r o v i ʃ
отровност	o t r o v n o s t
отровя	o t r o v j a
отровят	o t r o v j a t
отсека	o t s ɛ k ə
отсекат	o t s ɛ k a t
отсекли	o t s ɛ k l i
отсеклите	o t s ɛ k l i t ɛ
отсеклия	o t s ɛ k l i j a
отсеклият	o t s ɛ k l i j a t
отсечал	o t s ɛ tʃ a ɫ
отсечала	o t s ɛ tʃ a ɫ ə
отсечали	o t s ɛ tʃ a l i
отсечало	o t s ɛ tʃ a ɫ o
отсечах	o t s ɛ tʃ a x
отсечаха	o t s ɛ tʃ a x ə
отсечахме	o t s ɛ tʃ a x m ɛ
отсечахте	o t s ɛ tʃ a x t ɛ
отсече	o t s ɛ tʃ ɛ
отсече	o t s ɛ tʃ ɛ
отсечел	o t s ɛ tʃ ɛ ɫ
отсечела	o t s ɛ tʃ ɛ ɫ ə
отсечели	o t s ɛ tʃ ɛ l i
отсечело	o t s ɛ tʃ ɛ ɫ o
отсечем	o t s ɛ tʃ ɛ m
отсечен	o t s ɛ tʃ ɛ n
отсечена	o t s ɛ tʃ ɛ n ə
отсечената	o t s ɛ tʃ ɛ n a t ə
отсечени	o t s ɛ tʃ ɛ n i
отсечените	o t s ɛ tʃ ɛ n i t ɛ
отсечения	o t s ɛ tʃ ɛ n i j a
отсеченият	o t s ɛ tʃ ɛ n i j a t
отсечено	o t s ɛ tʃ ɛ n o
отсеченото	o t s ɛ tʃ ɛ n o t o
отсечете	o t s ɛ tʃ ɛ t ɛ
отсечех	o t s ɛ tʃ ɛ x
отсечеха	o t s ɛ tʃ ɛ x ə
отсечехме	o t s ɛ tʃ ɛ x m ɛ
отсечехте	o t s ɛ tʃ ɛ x t ɛ
отсечеш	o t s ɛ tʃ ɛ ʃ
отсечеше	o t s ɛ tʃ ɛ ʃ ɛ
отсечи	o t s ɛ tʃ i
отсича	o t s i tʃ ə
отсичай	o t s i tʃ a j
отсичайки	o t s i tʃ a j k i
отсичайте	o t s i tʃ a j t ɛ
отсичал	o t s i tʃ a ɫ
отсичала	o t s i tʃ a ɫ ə
отсичалата	o t s i tʃ a ɫ a t ə
отсичали	o t s i tʃ ə l i
отсичалите	o t s i tʃ ə l i t ɛ
отсичалия	o t s i tʃ ə l i j a
отсичалият	o t s i tʃ ə l i j a t
отсичало	o t s i tʃ a ɫ o
отсичалото	o t s i tʃ a ɫ o t o
отсичам	o t s i tʃ a m
отсичаме	o t s i tʃ a m ɛ
отсичан	o t s i tʃ a n
отсичана	o t s i tʃ a n ə
отсичаната	o t s i tʃ a n a t ə
отсичане	o t s i tʃ a n ɛ
отсичанета	o t s i tʃ a n ɛ t ə
отсичанетата	o t s i tʃ a n ɛ t a t ə
отсичането	o t s i tʃ a n ɛ t o
отсичани	o t s i tʃ a n i
отсичаните	o t s i tʃ a n i t ɛ
отсичания	o t s i tʃ a n i j a
отсичаният	o t s i tʃ a n i j a t
отсичанията	o t s i tʃ a n i j a t ə
отсичано	o t s i tʃ a n o
отсичаното	o t s i tʃ a n o t o
отсичат	o t s i tʃ a t
отсичате	o t s i tʃ a t ɛ
отсичах	o t s i tʃ a x
отсичаха	o t s i tʃ a x ə
отсичахме	o t s i tʃ a x m ɛ
отсичахте	o t s i tʃ a x t ɛ
отсичаш	o t s i tʃ a ʃ
отсичаше	o t s i tʃ a ʃ ɛ
отсичащ	o t s i tʃ a ʃ t
отсичаща	o t s i tʃ a ʃ t ə
отсичащата	o t s i tʃ a ʃ t a t ə
отсичащи	o t s i tʃ a ʃ t i
отсичащите	o t s i tʃ a ʃ t i t ɛ
отсичащия	o t s i tʃ a ʃ t i j a
отсичащият	o t s i tʃ a ʃ t i j a t
отсичащо	o t s i tʃ a ʃ t o
отсичащото	o t s i tʃ a ʃ t o t o
отсъства	o t s ə s t v ə
отсъствай	o t s ə s t v a j
отсъствайки	o t s ə s t v a j k i
отсъствайте	o t s ə s t v a j t ɛ
отсъствал	o t s ə s t v a ɫ
отсъствала	o t s ə s t v a ɫ ə
отсъствалата	o t s ə s t v a ɫ a t ə
отсъствали	o t s ə s t v a l i
отсъствалите	o t s ə s t v a l i t ɛ
отсъствалия	o t s ə s t v a l i j a
отсъствалият	o t s ə s t v a l i j a t
отсъствало	o t s ə s t v a ɫ o
отсъствалото	o t s ə s t v a ɫ o t o
отсъстваме	o t s ə s t v a m ɛ
отсъстване	o t s ə s t v a n ɛ
отсъстванета	o t s ə s t v a n ɛ t ə
отсъстванетата	o t s ə s t v a n ɛ t a t ə
отсъстването	o t s ə s t v a n ɛ t o
отсъствания	o t s ə s t v a n i j a
отсъстванията	o t s ə s t v a n i j a t ə
отсъстват	o t s ə s t v a t
отсъствате	o t s ə s t v a t ɛ
отсъствах	o t s ə s t v a x
отсъстваха	o t s ə s t v a x ə
отсъствахме	o t s ə s t v a x m ɛ
отсъствахте	o t s ə s t v a x t ɛ
отсъстваш	o t s ə s t v a ʃ
отсъстваше	o t s ə s t v a ʃ ɛ
отсъстващ	o t s ə s t v a ʃ t
отсъстваща	o t s ə s t v a ʃ t ə
отсъстващата	o t s ə s t v a ʃ t a t ə
отсъстващи	o t s ə s t v a ʃ t i
отсъстващите	o t s ə s t v a ʃ t i t ɛ
отсъстващия	o t s ə s t v a ʃ t i j a
отсъстващият	o t s ə s t v a ʃ t i j a t
отсъстващо	o t s ə s t v a ʃ t o
отсъстващото	o t s ə s t v a ʃ t o t o
отсякла	o t s j a k ɫ ə
отсяклата	o t s j a k ɫ a t ə
отсякло	o t s j a k ɫ o
отсяклото	o t s j a k ɫ o t o
отсякох	o t s j a k o x
отсякоха	o t s j a k o x ə
отсякохме	o t s j a k o x m ɛ
отсякохте	o t s j a k o x t ɛ
отсякъл	o t s j a k ə ɫ
отхапа	o t x a p ə
отхапал	o t x a p ə ɫ
отхапала	o t x a p ə ɫ ə
отхапалата	o t x a p ə ɫ a t ə
отхапали	o t x a p a l i
отхапалите	o t x a p a l i t ɛ
отхапалия	o t x a p a l i j a
отхапалият	o t x a p a l i j a t
отхапало	o t x a p ə ɫ o
отхапалото	o t x a p ə ɫ o t o
отхапан	o t x a p ə n
отхапана	o t x a p ə n ə
отхапаната	o t x a p ə n a t ə
отхапани	o t x a p ə n i
отхапаните	o t x a p ə n i t ɛ
отхапания	o t x a p ə n i j a
отхапаният	o t x a p ə n i j a t
отхапано	o t x a p ə n o
отхапаното	o t x a p ə n o t o
отхапах	o t x a p a x
отхапаха	o t x a p a x ə
отхапахме	o t x a p a x m ɛ
отхапахте	o t x a p a x t ɛ
отхапва	o t x a p v ə
отхапвай	o t x a p v a j
отхапвайки	o t x a p v a j k i
отхапвайте	o t x a p v a j t ɛ
отхапвал	o t x a p v a ɫ
отхапвала	o t x a p v a ɫ ə
отхапвалата	o t x a p v a ɫ a t ə
отхапвали	o t x a p v a l i
отхапвалите	o t x a p v a l i t ɛ
отхапвалия	o t x a p v a l i j a
отхапвалият	o t x a p v a l i j a t
отхапвало	o t x a p v a ɫ o
отхапвалото	o t x a p v a ɫ o t o
отхапваме	o t x a p v a m ɛ
отхапван	o t x a p v a n
отхапвана	o t x a p v a n ə
отхапваната	o t x a p v a n a t ə
отхапване	o t x a p v a n ɛ
отхапванета	o t x a p v a n ɛ t ə
отхапванетата	o t x a p v a n ɛ t a t ə
отхапването	o t x a p v a n ɛ t o
отхапвани	o t x a p v a n i
отхапваните	o t x a p v a n i t ɛ
отхапвания	o t x a p v a n i j a
отхапваният	o t x a p v a n i j a t
отхапванията	o t x a p v a n i j a t ə
отхапвано	o t x a p v a n o
отхапваното	o t x a p v a n o t o
отхапват	o t x a p v a t
отхапвате	o t x a p v a t ɛ
отхапвах	o t x a p v a x
отхапваха	o t x a p v a x ə
отхапвахме	o t x a p v a x m ɛ
отхапвахте	o t x a p v a x t ɛ
отхапваш	o t x a p v a ʃ
отхапваше	o t x a p v a ʃ ɛ
отхапващ	o t x a p v a ʃ t
отхапваща	o t x a p v a ʃ t ə
отхапващата	o t x a p v a ʃ t a t ə
отхапващи	o t x a p v a ʃ t i
отхапващите	o t x a p v a ʃ t i t ɛ
отхапващия	o t x a p v a ʃ t i j a
отхапващият	o t x a p v a ʃ t i j a t
отхапващо	o t x a p v a ʃ t o
отхапващото	o t x a p v a ʃ t o t o
отхапе	o t x a p ɛ
отхапел	o t x a p ɛ ɫ
отхапела	o t x a p ɛ ɫ ə
отхапели	o t x a p ɛ l i
отхапело	o t x a p ɛ ɫ o
отхапем	o t x a p ɛ m
отхапете	o t x a p ɛ t ɛ
отхапете	o t x a p ɛ t ɛ
отхапех	o t x a p ɛ x
отхапеха	o t x a p ɛ x ə
отхапехме	o t x a p ɛ x m ɛ
отхапехте	o t x a p ɛ x t ɛ
отхапеш	o t x a p ɛ ʃ
отхапеше	o t x a p ɛ ʃ ɛ
отхапи	o t x a p i
отхапят	o t x a p j a t
отчел	o t tʃ ɛ ɫ
отчела	o t tʃ ɛ ɫ ə
отчелата	o t tʃ ɛ ɫ a t ə
отчели	o t tʃ ɛ l i
отчелите	o t tʃ ɛ l i t ɛ
отчелия	o t tʃ ɛ l i j a
отчелият	o t tʃ ɛ l i j a t
отчело	o t tʃ ɛ ɫ o
отчелото	o t tʃ ɛ ɫ o t o
отчета	o t tʃ ɛ t ə
отчетат	o t tʃ ɛ t a t
отчете	o t tʃ ɛ t ɛ
отчетели	o t tʃ ɛ t ɛ l i
отчетем	o t tʃ ɛ t ɛ m
отчетен	o t tʃ ɛ t ɛ n
отчетена	o t tʃ ɛ t ɛ n ə
отчетената	o t tʃ ɛ t ɛ n a t ə
отчетени	o t tʃ ɛ t ɛ n i
отчетените	o t tʃ ɛ t ɛ n i t ɛ
отчетения	o t tʃ ɛ t ɛ n i j a
отчетеният	o t tʃ ɛ t ɛ n i j a t
отчетено	o t tʃ ɛ t ɛ n o
отчетеното	o t tʃ ɛ t ɛ n o t o
отчетете	o t tʃ ɛ t ɛ t ɛ
отчетете	o t tʃ ɛ t ɛ t ɛ
отчетеш	o t tʃ ɛ t ɛ ʃ
отчетеше	o t tʃ ɛ t ɛ ʃ ɛ
отчети	o t tʃ ɛ t i
отчетох	o t tʃ ɛ t o x
отчетоха	o t tʃ ɛ t o x ə
отчетохме	o t tʃ ɛ t o x m ɛ
отчетохте	o t tʃ ɛ t o x t ɛ
отчетял	o t tʃ ɛ t j a ɫ
отчетяла	o t tʃ ɛ t j a ɫ ə
отчетяло	o t tʃ ɛ t j a ɫ o
отчетях	o t tʃ ɛ t j a x
отчетяха	o t tʃ ɛ t j a x ə
отчетяхме	o t tʃ ɛ t j a x m ɛ
отчетяхте	o t tʃ ɛ t j a x t ɛ
отчита	o t tʃ i t ə
отчитай	o t tʃ i t a j
отчитайки	o t tʃ i t a j k i
отчитайте	o t tʃ i t a j t ɛ
отчитал	o t tʃ i t a ɫ
отчитала	o t tʃ i t a ɫ ə
отчиталата	o t tʃ i t a ɫ a t ə
отчитали	o t tʃ i t a l i
отчиталите	o t tʃ i t a l i t ɛ
отчиталия	o t tʃ i t a l i j a
отчиталият	o t tʃ i t a l i j a t
отчитало	o t tʃ i t a ɫ o
отчиталото	o t tʃ i t a ɫ o t o
отчитам	o t tʃ i t a m
отчитаме	o t tʃ i t a m ɛ
отчитан	o t tʃ i t a n
отчитана	o t tʃ i t a n ə
отчитаната	o t tʃ i t a n a t ə
отчитане	o t tʃ i t a n ɛ
отчитанета	o t tʃ i t a n ɛ t ə
отчитанетата	o t tʃ i t a n ɛ t a t ə
отчитането	o t tʃ i t a n ɛ t o
отчитани	o t tʃ i t a n i
отчитаните	o t tʃ i t a n i t ɛ
отчитания	o t tʃ i t a n i j a
отчитаният	o t tʃ i t a n i j a t
отчитанията	o t tʃ i t a n i j a t ə
отчитано	o t tʃ i t a n o
отчитаното	o t tʃ i t a n o t o
отчитат	o t tʃ i t a t
отчитате	o t tʃ i t a t ɛ
отчитах	o t tʃ i t a x
отчитаха	o t tʃ i t a x ə
отчитахме	o t tʃ i t a x m ɛ
отчитахте	o t tʃ i t a x t ɛ
отчиташ	o t tʃ i t a ʃ
отчиташе	o t tʃ i t a ʃ ɛ
отчитащ	o t tʃ i t a ʃ t
отчитаща	o t tʃ i t a ʃ t ə
отчитащата	o t tʃ i t a ʃ t a t ə
отчитащи	o t tʃ i t a ʃ t i
отчитащите	o t tʃ i t a ʃ t i t ɛ
отчитащия	o t tʃ i t a ʃ t i j a
отчитащият	o t tʃ i t a ʃ t i j a t
отчитащо	o t tʃ i t a ʃ t o
отчитащото	o t tʃ i t a ʃ t o t o
охранява	o x r a n j a v ə
охранявай	o x r a n j a v a j
охранявайки	o x r a n j a v a j k i
охранявайте	o x r a n j a v a j t ɛ
охранявал	o x r a n j a v a ɫ
охранявала	o x r a n j a v a ɫ ə
охранявалата	o x r a n j a v a ɫ a t ə
охранявали	o x r a n j a v a l i
охранявалите	o x r a n j a v a l i t ɛ
охранявалия	o x r a n j a v a l i j a
охранявалият	o x r a n j a v a l i j a t
охранявало	o x r a n j a v a ɫ o
охранявалото	o x r a n j a v a ɫ o t o
охраняваме	o x r a n j a v a m ɛ
охраняван	o x r a n j a v a n
охранявана	o x r a n j a v a n ə
охраняваната	o x r a n j a v a n a t ə
охраняване	o x r a n j a v a n ɛ
охраняванета	o x r a n j a v a n ɛ t ə
охраняванетата	o x r a n j a v a n ɛ t a t ə
охраняването	o x r a n j a v a n ɛ t o
охранявани	o x r a n j a v a n i
охраняваните	o x r a n j a v a n i t ɛ
охранявания	o x r a n j a v a n i j a
охраняваният	o x r a n j a v a n i j a t
охраняванията	o x r a n j a v a n i j a t ə
охранявано	o x r a n j a v a n o
охраняваното	o x r a n j a v a n o t o
охраняват	o x r a n j a v a t
охранявате	o x r a n j a v a t ɛ
охранявах	o x r a n j a v a x
охраняваха	o x r a n j a v a x ə
охранявахме	o x r a n j a v a x m ɛ
охранявахте	o x r a n j a v a x t ɛ
охраняваш	o x r a n j a v a ʃ
охраняваше	o x r a n j a v a ʃ ɛ
охраняващ	o x r a n j a v a ʃ t
охраняваща	o x r a n j a v a ʃ t ə
охраняващата	o x r a n j a v a ʃ t a t ə
охраняващи	o x r a n j a v a ʃ t i
охраняващите	o x r a n j a v a ʃ t i t ɛ
охраняващия	o x r a n j a v a ʃ t i j a
охраняващият	o x r a n j a v a ʃ t i j a t
охраняващо	o x r a n j a v a ʃ t o
охраняващото	o x r a n j a v a ʃ t o t o
оцветели	o ts v ɛ t ɛ l i
оцветен	o ts v ɛ t ɛ n
оцветена	o ts v ɛ t ɛ n ə
оцветената	o ts v ɛ t ɛ n a t ə
оцветени	o ts v ɛ t ɛ n i
оцветените	o ts v ɛ t ɛ n i t ɛ
оцветения	o ts v ɛ t ɛ n i j a
оцветеният	o ts v ɛ t ɛ n i j a t
оцветено	o ts v ɛ t ɛ n o
оцветеното	o ts v ɛ t ɛ n o t o
оцветете	o ts v ɛ t ɛ t ɛ
оцветеше	o ts v ɛ t ɛ ʃ ɛ
оцвети	o ts v ɛ t i
оцветил	o ts v ɛ t i ɫ
оцветила	o ts v ɛ t i ɫ ə
оцветилата	o ts v ɛ t i ɫ a t ə
оцветили	o ts v ɛ t i l i
оцветилите	o ts v ɛ t i l i t ɛ
оцветилия	o ts v ɛ t i l i j a
оцветилият	o ts v ɛ t i l i j a t
оцветило	o ts v ɛ t i ɫ o
оцветилото	o ts v ɛ t i ɫ o t o
оцветим	o ts v ɛ t i m
оцветите	o ts v ɛ t i t ɛ
оцветих	o ts v ɛ t i x
оцветиха	o ts v ɛ t i x ə
оцветихме	o ts v ɛ t i x m ɛ
оцветихте	o ts v ɛ t i x t ɛ
оцветиш	o ts v ɛ t i ʃ
оцветява	o ts v ɛ t j a v ə
оцветявай	o ts v ɛ t j a v a j
оцветявайки	o ts v ɛ t j a v a j k i
оцветявайте	o ts v ɛ t j a v a j t ɛ
оцветявал	o ts v ɛ t j a v a ɫ
оцветявала	o ts v ɛ t j a v a ɫ ə
оцветявалата	o ts v ɛ t j a v a ɫ a t ə
оцветявали	o ts v ɛ t j a v a l i
оцветявалите	o ts v ɛ t j a v a l i t ɛ
оцветявалия	o ts v ɛ t j a v a l i j a
оцветявалият	o ts v ɛ t j a v a l i j a t
оцветявало	o ts v ɛ t j a v a ɫ o
оцветявалото	o ts v ɛ t j a v a ɫ o t o
оцветяваме	o ts v ɛ t j a v a m ɛ
оцветяван	o ts v ɛ t j a v a n
оцветявана	o ts v ɛ t j a v a n ə
оцветяваната	o ts v ɛ t j a v a n a t ə
оцветяване	o ts v ɛ t j a v a n ɛ
оцветяванета	o ts v ɛ t j a v a n ɛ t ə
оцветяванетата	o ts v ɛ t j a v a n ɛ t a t ə
оцветяването	o ts v ɛ t j a v a n ɛ t o
оцветявани	o ts v ɛ t j a v a n i
оцветяваните	o ts v ɛ t j a v a n i t ɛ
оцветявания	o ts v ɛ t j a v a n i j a
оцветяваният	o ts v ɛ t j a v a n i j a t
оцветяванията	o ts v ɛ t j a v a n i j a t ə
оцветявано	o ts v ɛ t j a v a n o
оцветяваното	o ts v ɛ t j a v a n o t o
оцветяват	o ts v ɛ t j a v a t
оцветявате	o ts v ɛ t j a v a t ɛ
оцветявах	o ts v ɛ t j a v a x
оцветяваха	o ts v ɛ t j a v a x ə
оцветявахме	o ts v ɛ t j a v a x m ɛ
оцветявахте	o ts v ɛ t j a v a x t ɛ
оцветяваш	o ts v ɛ t j a v a ʃ
оцветяваше	o ts v ɛ t j a v a ʃ ɛ
оцветяващ	o ts v ɛ t j a v a ʃ t
оцветяваща	o ts v ɛ t j a v a ʃ t ə
оцветяващата	o ts v ɛ t j a v a ʃ t a t ə
оцветяващи	o ts v ɛ t j a v a ʃ t i
оцветяващите	o ts v ɛ t j a v a ʃ t i t ɛ
оцветяващия	o ts v ɛ t j a v a ʃ t i j a
оцветяващият	o ts v ɛ t j a v a ʃ t i j a t
оцветяващо	o ts v ɛ t j a v a ʃ t o
оцветяващото	o ts v ɛ t j a v a ʃ t o t o
оцветял	o ts v ɛ t j a ɫ
оцветяла	o ts v ɛ t j a ɫ ə
оцветяло	o ts v ɛ t j a ɫ o
